all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
1.0891412570006223,0.884411318847903,Taxes,skat,0.5377617198038368,1058,7916,6428,skattely
0.06956521739130435,0.34782608695652173,Health, sundhed,1.884521019845371,2184,23,115,listen
0.15,0.5217391304347826,Foreign affairs,udenrig_ forsvaret _militær,1.311331999670705,5199,23,80,transkønnede
0.1008,0.5506993006993007,Foreign affairs,udenrig_ forsvaret _militær,1.2299523330729805,2080,572,3125,espersen
0.17796610169491525,0.4772727272727273,Science,forskning_ universitet_videregående udd,1.5273935331426374,2516,44,118,ulla
0.2522455089820359,0.6217712177121771,Economy, økonom_ vækst,1.1847042325013444,1398,542,1336,sælge
0.6510416666666666,0.6321112515802781,Religion, religi_ værdipol,0.7489377774110718,568,791,768,baggrund
0.6046511627906976,0.7222222222222222,Religion, religi_ værdipol,0.7605267746241641,2818,36,43,etnisk
0.054602082860201795,0.34530160032827245,Foreign affairs,udenrig_ forsvaret _militær,1.917060907428751,20,4874,30823,gør
0.01485148514851485,0.23076923076923078,Economy, økonom_ vækst,2.098147389135067,191,13,202,gjort
0.5340109460516028,0.4985401459854015,Economy, økonom_ vækst,1.0819402445616089,2565,1370,1279,affald
1.6090126877643285,0.9794052374611629,Immigration,indvandr_flygt_udlænding,0.1437532593413726,820,11265,6857,støjberg
1.4150070408368538,0.9716811714325183,Immigration,indvandr_flygt_udlænding,0.19029817001464971,981,7239,4971,inger
0.18591549295774648,0.5238095238095238,Foreign affairs,udenrig_ forsvaret _militær,1.3843265612671507,2921,126,355,krarup
0.0967741935483871,0.5769230769230769,Science,forskning_ universitet_videregående udd,1.4221090421635452,1986,52,310,jakob
0.08955765047135605,0.6842105263157895,Religion, religi_ værdipol,1.0860506551958173,1244,361,2758,piger
0.441351888667992,0.6706948640483383,Religion, religi_ værdipol,1.0403509426260613,3142,331,503,khader
1.6746987951807228,0.9717852684144819,Environment, klima_ miljø _ naturen ,0.16262034423539215,497,4005,2324,stoppe
3.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,1266,6,2,situationen
0.022653721682847898,0.45161290322580644,Economy, økonom_ vækst,1.554488295608484,1801,31,618,slagelse
0.02973977695167286,0.3302063789868668,Economy, økonom_ vækst,1.6918247759577036,764,533,5918,thorning
0.16666666666666666,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,5249,2,6,dam
0.01818181818181818,0.2,Culture,kunst _musik_museum_kulturpol,2.233786247824099,196,45,495,taget
1.4409053786022634,0.7621574919772895,Science,forskning_ universitet_videregående udd,0.6675230445967338,373,16204,8571,studerende
0.16904885654885654,0.4342456608811749,Science,forskning_ universitet_videregående udd,1.5136966271619636,436,2996,7696,københavns
